SubID,Group,ProbeNo,Block,State,Distraction,Intention,Vigilance,Miss,FA,HitRT,Misses,RT
A056,A,1,1,1,NaN,1,2,NaN,0,NaN,0,0.474532498253716
A056,A,2,1,2,3,1,2,NaN,0.5,NaN,0,0.427282611529032
A056,A,3,1,3,NaN,3,3,NaN,0.5,NaN,0.111111111111111,0.254696542566473
A056,A,4,1,1,NaN,2,2,NaN,0,NaN,0,0.370366321669685
A056,A,5,1,2,1,3,3,NaN,1,NaN,0.0555555555555556,0.328377604484558
A056,A,6,1,2,3,2,2,NaN,0.5,NaN,0.111111111111111,0.413723886013031
A056,A,7,1,1,NaN,2,2,NaN,0,NaN,0,0.511217501428392
A056,A,8,1,3,NaN,3,4,NaN,0.5,NaN,0,0.358694911003113
A056,A,9,1,2,3,3,3,NaN,0,NaN,0,0.318417717428768
A056,A,10,1,1,NaN,2,3,NaN,0,NaN,0,0.347665744669297
A056,A,1,2,3,NaN,3,3,NaN,0,NaN,0,0.421941548585892
A056,A,2,2,4,NaN,4,4,NaN,0,NaN,0,0.382339490784539
A056,A,3,2,2,2,4,4,NaN,1,NaN,0.0555555555555556,0.635392680764198
A056,A,4,2,2,2,4,4,NaN,0.5,NaN,0,0.420336802800496
A056,A,5,2,1,NaN,1,2,NaN,0,NaN,0,0.370497544606527
A056,A,6,2,4,NaN,4,4,NaN,0.5,NaN,0,0.359362616258509
A056,A,7,2,1,NaN,2,2,NaN,0,NaN,0,0.424926477320054
A056,A,8,2,2,3,3,3,NaN,0.5,NaN,0.0555555555555556,0.3862164441277
A056,A,9,2,2,3,2,3,NaN,0,NaN,0.0555555555555556,0.366228832918055
A056,A,10,2,2,3,3,4,NaN,0.5,NaN,0,0.364008691575792
A056,A,1,3,4,NaN,4,4,NaN,0.5,NaN,0,0.385734838597915
A056,A,2,3,1,NaN,1,1,NaN,0,NaN,0,0.364726159307692
A056,A,3,3,2,3,3,3,NaN,0,NaN,0,0.388563366497264
A056,A,4,3,2,2,3,4,NaN,1,NaN,0.0555555555555556,0.443470891316732
A056,A,5,3,2,2,2,2,NaN,0,NaN,0,0.495050244861179
A056,A,6,3,2,2,4,4,NaN,0,NaN,0,0.467456438962151
A056,A,7,3,1,NaN,1,2,NaN,0,NaN,0,0.469275673230489
A056,A,8,3,2,2,2,3,NaN,0,NaN,0,0.363392472267151
A056,A,9,3,4,NaN,2,3,NaN,0,NaN,0,0.624284625053406
A056,A,10,3,2,2,3,3,NaN,0.5,NaN,0,0.308401385943095
A056,A,1,4,1,NaN,2,3,NaN,0.5,NaN,0.111111111111111,0.39407414656419
A056,A,2,4,2,3,2,3,NaN,0.5,NaN,0,0.382097615136041
A056,A,3,4,2,3,3,3,NaN,0,NaN,0,0.447523845566644
A056,A,4,4,1,NaN,2,3,NaN,0,NaN,0,0.351701524522569
A056,A,5,4,3,NaN,4,4,NaN,0,NaN,0,0.489320755004883
A056,A,6,4,2,2,4,4,NaN,0,NaN,0,0.369932982656691
A056,A,7,4,3,NaN,4,3,NaN,0.5,NaN,0,0.323951552895939
A056,A,8,4,4,NaN,4,4,NaN,0,NaN,0.0555555555555556,0.635948391521678
A056,A,9,4,2,3,3,3,NaN,0,NaN,0.0555555555555556,0.485396581537583
A056,A,10,4,3,NaN,4,4,NaN,0,NaN,0.0555555555555556,0.462697193026543
